,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_date
21728,Brooklyn,Williamsburg,40.71704,-73.95371,Shared room,175,3,0,0.0,1,0,0.0,0.0,0.0
21729,Manhattan,Upper West Side,40.79517,-73.97555,Entire home/apt,200,30,5,0.21,1,271,2019.0,6.0,6.0
21730,Manhattan,East Village,40.72386,-73.98105,Private room,72,1,134,4.69,2,251,2019.0,6.0,7.0
21731,Manhattan,Greenwich Village,40.73565,-73.99613,Entire home/apt,123,7,3,0.11,1,0,2017.0,5.0,28.0
21732,Brooklyn,Bedford-Stuyvesant,40.68348,-73.95123,Private room,90,3,3,0.11,1,0,2017.0,3.0,27.0
21733,Bronx,Schuylerville,40.84034,-73.83007,Shared room,20,1,116,4.09,1,5,2019.0,1.0,28.0
21734,Staten Island,St. George,40.63703,-74.08423,Private room,50,1,12,0.42,2,0,2017.0,8.0,18.0
21735,Brooklyn,Williamsburg,40.71354,-73.95011,Private room,45,28,19,0.72,6,297,2019.0,5.0,31.0
21736,Brooklyn,Bedford-Stuyvesant,40.68759,-73.92356,Private room,41,1,12,0.42,3,0,2018.0,8.0,26.0
21737,Brooklyn,Williamsburg,40.71531,-73.94986,Private room,75,1,15,0.56,6,325,2019.0,5.0,25.0
21738,Brooklyn,Crown Heights,40.67308,-73.95523,Entire home/apt,105,3,93,4.16,1,89,2019.0,7.0,5.0
21739,Brooklyn,Bushwick,40.70537,-73.92269,Private room,55,2,2,0.07,1,0,2017.0,3.0,14.0
21740,Brooklyn,Williamsburg,40.71992,-73.9413,Private room,100,1,82,2.95,1,0,2019.0,5.0,5.0
21741,Brooklyn,Williamsburg,40.71499,-73.94634,Private room,65,1,14,0.49,1,0,2018.0,7.0,14.0
21742,Queens,Corona,40.74122,-73.85334,Entire home/apt,149,2,51,1.9,1,242,2019.0,6.0,30.0
21743,Manhattan,Harlem,40.82827,-73.94785,Private room,50,1,17,1.11,1,0,2018.0,10.0,8.0
21744,Manhattan,Lower East Side,40.7127,-73.98857,Private room,78,3,3,0.21,2,166,2019.0,5.0,1.0
21745,Queens,Jamaica,40.66989,-73.77454,Entire home/apt,75,1,75,2.66,1,294,2019.0,6.0,23.0
21746,Manhattan,Morningside Heights,40.81638,-73.95937,Private room,70,28,0,0.0,1,0,0.0,0.0,0.0
21747,Brooklyn,Bushwick,40.69484,-73.92499,Private room,50,12,0,0.0,1,0,0.0,0.0,0.0
21748,Manhattan,Chelsea,40.74392,-73.9946,Entire home/apt,250,4,0,0.0,1,0,0.0,0.0,0.0
21749,Brooklyn,Crown Heights,40.67519,-73.9402,Private room,75,1,0,0.0,1,0,0.0,0.0,0.0
21750,Manhattan,Kips Bay,40.73695,-73.97336,Private room,133,2,37,1.39,1,33,2019.0,6.0,2.0
21751,Brooklyn,Greenpoint,40.72398,-73.94978,Entire home/apt,150,2,115,4.26,2,32,2019.0,7.0,7.0
21752,Brooklyn,Clinton Hill,40.69478,-73.96126,Entire home/apt,140,3,34,2.95,1,54,2019.0,7.0,5.0
21753,Manhattan,Upper West Side,40.79424,-73.96588,Entire home/apt,200,30,2,0.11,10,338,2018.0,10.0,31.0
21754,Manhattan,Gramercy,40.73746,-73.98338,Entire home/apt,99,120,2,0.08,1,167,2017.0,8.0,13.0
21755,Brooklyn,Bushwick,40.70105,-73.91547,Private room,50,1,0,0.0,3,0,0.0,0.0,0.0
21756,Manhattan,Upper East Side,40.78073,-73.95013,Entire home/apt,122,7,7,0.27,1,0,2017.0,12.0,29.0
21757,Manhattan,Washington Heights,40.85338,-73.93232,Private room,85,3,71,2.54,1,60,2019.0,6.0,15.0
21758,Brooklyn,Crown Heights,40.67167,-73.93088,Private room,45,4,37,1.29,1,84,2019.0,6.0,24.0
21759,Queens,Astoria,40.76984,-73.91815,Entire home/apt,130,4,0,0.0,1,83,0.0,0.0,0.0
21760,Queens,Rego Park,40.72701,-73.87022,Private room,31,1,37,1.3,4,0,2018.0,4.0,22.0
21761,Manhattan,SoHo,40.72103,-73.99866,Entire home/apt,125,2,16,0.57,1,0,2018.0,8.0,25.0
21762,Manhattan,Harlem,40.8269,-73.93634,Entire home/apt,100,4,65,2.3,1,48,2019.0,6.0,20.0
21763,Brooklyn,Williamsburg,40.70772,-73.94126,Private room,60,2,18,0.63,1,0,2017.0,7.0,31.0
21764,Manhattan,Civic Center,40.71264,-73.99893,Entire home/apt,80,2,12,0.43,2,8,2019.0,3.0,15.0
21765,Manhattan,Midtown,40.74481,-73.98523,Entire home/apt,150,3,6,0.23,1,0,2017.0,7.0,24.0
21766,Brooklyn,Fort Hamilton,40.61364,-74.0354,Entire home/apt,160,2,4,0.42,1,313,2019.0,4.0,11.0
21767,Brooklyn,Canarsie,40.64458,-73.90285,Entire home/apt,59,2,68,3.5,1,240,2019.0,7.0,1.0
21768,Brooklyn,Flatbush,40.63356,-73.95073,Shared room,30,3,27,1.25,2,1,2019.0,6.0,24.0
21769,Manhattan,Harlem,40.81108,-73.94682,Entire home/apt,85,2,2,0.08,1,0,2017.0,6.0,4.0
21770,Brooklyn,Williamsburg,40.71397,-73.94572,Private room,110,2,0,0.0,1,0,0.0,0.0,0.0
21771,Manhattan,West Village,40.73418,-74.00621,Entire home/apt,180,9,0,0.0,1,0,0.0,0.0,0.0
21772,Manhattan,Hell's Kitchen,40.76589,-73.98434,Entire home/apt,199,30,6,0.23,23,365,2018.0,7.0,31.0
21773,Manhattan,Washington Heights,40.85321,-73.93596,Shared room,35,1,27,0.95,1,33,2019.0,6.0,30.0
21774,Brooklyn,Williamsburg,40.7141,-73.95064,Private room,70,28,28,1.01,6,303,2019.0,6.0,1.0
21775,Manhattan,Hell's Kitchen,40.75766,-73.99089,Entire home/apt,195,30,0,0.0,23,364,0.0,0.0,0.0
21776,Manhattan,Hell's Kitchen,40.75919,-73.99229,Entire home/apt,169,30,1,0.04,23,115,2017.0,8.0,3.0
21777,Manhattan,Hell's Kitchen,40.7593,-73.99229,Entire home/apt,195,30,0,0.0,23,364,0.0,0.0,0.0
21778,Manhattan,Midtown,40.76501,-73.98312,Entire home/apt,195,30,0,0.0,23,364,0.0,0.0,0.0
21779,Manhattan,Hell's Kitchen,40.76485,-73.98436,Entire home/apt,195,30,0,0.0,23,364,0.0,0.0,0.0
21780,Manhattan,Theater District,40.76321,-73.98356,Entire home/apt,243,30,0,0.0,23,364,0.0,0.0,0.0
21781,Manhattan,Hell's Kitchen,40.76536,-73.98469,Entire home/apt,195,30,0,0.0,23,364,0.0,0.0,0.0
21782,Manhattan,Midtown,40.74896,-73.98277,Entire home/apt,115,30,8,0.31,14,203,2019.0,5.0,1.0
21783,Manhattan,Murray Hill,40.74916,-73.98115,Entire home/apt,150,30,5,0.22,14,339,2019.0,5.0,12.0
21784,Manhattan,Murray Hill,40.74526,-73.97679,Entire home/apt,150,30,1,0.04,23,365,2017.0,5.0,26.0
21785,Manhattan,Midtown,40.7502,-73.98289,Entire home/apt,155,30,3,0.11,14,332,2018.0,12.0,17.0
21786,Brooklyn,Williamsburg,40.71397,-73.94873,Entire home/apt,68,2,22,0.78,1,0,2018.0,9.0,9.0
21787,Manhattan,Murray Hill,40.74919,-73.97244,Entire home/apt,135,30,0,0.0,23,365,0.0,0.0,0.0
21788,Manhattan,Greenwich Village,40.73484,-73.99614,Private room,300,1,1,0.04,1,0,2017.0,8.0,31.0
21789,Manhattan,Upper East Side,40.76876,-73.96686,Entire home/apt,197,30,0,0.0,12,58,0.0,0.0,0.0
21790,Queens,Astoria,40.76101,-73.92464,Entire home/apt,75,1,73,2.75,1,273,2019.0,6.0,23.0
21791,Brooklyn,Fort Greene,40.69353,-73.97431,Entire home/apt,350,3,27,1.0,1,303,2019.0,6.0,30.0
21792,Brooklyn,South Slope,40.66587,-73.98206,Entire home/apt,150,3,70,2.58,1,89,2019.0,7.0,1.0
21793,Manhattan,Little Italy,40.71942,-73.99694,Entire home/apt,155,1,67,2.45,1,189,2019.0,1.0,20.0
21794,Brooklyn,Bedford-Stuyvesant,40.69499,-73.94822,Private room,81,5,42,1.58,3,63,2019.0,6.0,2.0
21795,Manhattan,Financial District,40.70817,-74.00511,Private room,100,1,5,0.17,1,0,2017.0,4.0,30.0
21796,Manhattan,Washington Heights,40.8513,-73.93681,Entire home/apt,185,30,7,0.26,2,331,2019.0,3.0,19.0
21797,Queens,Woodhaven,40.69883,-73.85257,Private room,65,3,7,0.4,1,365,2018.0,11.0,3.0
21798,Brooklyn,Williamsburg,40.71092,-73.96755,Entire home/apt,385,2,76,2.69,1,209,2019.0,6.0,15.0
21799,Manhattan,Harlem,40.8178,-73.93774,Private room,125,1,0,0.0,1,0,0.0,0.0,0.0
21800,Brooklyn,Prospect Heights,40.67435,-73.96691,Entire home/apt,130,3,2,0.07,1,0,2017.0,4.0,11.0
21801,Brooklyn,Downtown Brooklyn,40.6925,-73.98613,Private room,153,3,28,1.0,2,11,2019.0,6.0,9.0
21802,Manhattan,Lower East Side,40.72131,-73.98508,Private room,150,2,1,0.37,1,0,2019.0,4.0,20.0
21803,Manhattan,East Village,40.72778,-73.98936,Private room,95,4,2,0.08,1,0,2017.0,5.0,29.0
21804,Manhattan,Harlem,40.82805,-73.94676,Entire home/apt,150,2,10,0.36,1,0,2018.0,7.0,5.0
21805,Brooklyn,East Flatbush,40.64261,-73.94334,Entire home/apt,350,2,1,0.04,1,0,2017.0,8.0,20.0
21806,Brooklyn,Bedford-Stuyvesant,40.6875,-73.92542,Entire home/apt,120,2,131,5.23,1,159,2019.0,7.0,5.0
21807,Manhattan,Inwood,40.86488,-73.92922,Entire home/apt,120,14,7,0.27,1,13,2018.0,9.0,18.0
21808,Manhattan,Gramercy,40.7317,-73.9833,Private room,100,3,9,0.32,2,0,2017.0,10.0,15.0
21809,Bronx,Fordham,40.85929,-73.90048,Private room,45,22,10,0.36,2,186,2019.0,4.0,13.0
21810,Manhattan,East Harlem,40.7865,-73.94406,Private room,74,16,7,0.28,3,0,2017.0,10.0,31.0
21811,Manhattan,East Village,40.7281,-73.9839,Private room,110,1,26,0.91,3,0,2018.0,12.0,28.0
21812,Queens,Flushing,40.76199,-73.79465,Entire home/apt,110,3,75,3.07,2,174,2019.0,7.0,6.0
21813,Manhattan,Upper West Side,40.79917,-73.96765,Private room,75,1,19,0.73,1,0,2018.0,1.0,4.0
21814,Brooklyn,Clinton Hill,40.68152,-73.96276,Entire home/apt,94,2,10,0.39,1,0,2018.0,12.0,9.0
21815,Manhattan,East Village,40.7234,-73.97628,Private room,55,5,2,0.07,2,0,2017.0,6.0,25.0
21816,Brooklyn,Sunset Park,40.64028,-74.01262,Entire home/apt,100,7,0,0.0,1,0,0.0,0.0,0.0
21817,Manhattan,Upper East Side,40.78025,-73.94802,Private room,99,2,154,5.42,1,145,2019.0,7.0,1.0
21818,Manhattan,East Village,40.72521,-73.97879,Private room,69,6,30,1.08,3,43,2019.0,4.0,1.0
21819,Brooklyn,Williamsburg,40.71545,-73.95299,Entire home/apt,139,1,0,0.0,1,0,0.0,0.0,0.0
21820,Brooklyn,Bedford-Stuyvesant,40.69428,-73.94148,Private room,42,14,32,1.14,2,72,2019.0,5.0,22.0
21821,Manhattan,West Village,40.73571,-74.0078,Entire home/apt,4000,1,0,0.0,1,173,0.0,0.0,0.0
21822,Brooklyn,Bedford-Stuyvesant,40.69612,-73.94918,Private room,55,7,3,0.11,1,0,2017.0,7.0,1.0
21823,Manhattan,Washington Heights,40.83137,-73.94117,Private room,119,2,4,0.16,1,0,2018.0,6.0,12.0
21824,Manhattan,Upper East Side,40.78206,-73.94949,Entire home/apt,105,5,24,0.85,1,20,2019.0,6.0,23.0
21825,Brooklyn,Bedford-Stuyvesant,40.67987,-73.93235,Private room,55,2,21,0.76,1,19,2019.0,6.0,14.0
21826,Brooklyn,Carroll Gardens,40.67522,-73.99853,Entire home/apt,125,1,0,0.0,1,0,0.0,0.0,0.0
21827,Manhattan,East Harlem,40.78943,-73.9478,Private room,46,6,1,0.04,1,0,2017.0,3.0,22.0
21828,Brooklyn,Bushwick,40.6896,-73.90624,Private room,36,2,83,2.95,4,155,2019.0,6.0,22.0
21829,Brooklyn,Crown Heights,40.66945,-73.93899,Private room,45,1,4,0.44,3,0,2018.0,12.0,17.0
21830,Manhattan,Lower East Side,40.72105,-73.98371,Entire home/apt,150,3,6,0.22,1,90,2017.0,7.0,20.0
21831,Manhattan,Chinatown,40.71363,-73.9977,Entire home/apt,275,2,15,3.17,1,207,2019.0,6.0,9.0
21832,Brooklyn,Bushwick,40.6957,-73.93196,Entire home/apt,100,29,0,0.0,1,310,0.0,0.0,0.0
21833,Manhattan,Chelsea,40.74431,-73.9922,Private room,100,5,3,0.11,1,0,2017.0,4.0,12.0
21834,Manhattan,Upper East Side,40.76675,-73.95428,Shared room,35,1,118,4.21,2,0,2019.0,1.0,3.0
21835,Manhattan,Upper East Side,40.76731,-73.95419,Shared room,35,1,115,4.06,2,0,2019.0,1.0,1.0
21836,Bronx,Longwood,40.81632,-73.90991,Entire home/apt,130,2,62,2.19,1,36,2019.0,6.0,19.0
21837,Brooklyn,Fort Hamilton,40.62067,-74.02942,Entire home/apt,150,5,4,1.9,3,312,2019.0,6.0,18.0
21838,Manhattan,East Village,40.72208,-73.98109,Private room,73,1,116,4.07,2,238,2019.0,6.0,2.0
21839,Brooklyn,Williamsburg,40.71786,-73.94556,Entire home/apt,160,2,9,0.33,1,0,2018.0,6.0,17.0
21840,Brooklyn,Bushwick,40.70288,-73.92796,Private room,54,1,1,0.04,2,0,2017.0,8.0,14.0
21841,Manhattan,Murray Hill,40.7464,-73.97669,Private room,75,1,2,0.07,1,0,2017.0,4.0,8.0
21842,Manhattan,Hell's Kitchen,40.76407,-73.99322,Entire home/apt,380,3,1,0.04,2,0,2017.0,5.0,3.0
21843,Brooklyn,Park Slope,40.67573,-73.97993,Entire home/apt,115,2,97,3.68,1,0,2019.0,7.0,3.0
21844,Brooklyn,Williamsburg,40.70887,-73.94609,Private room,100,3,12,0.43,2,0,2017.0,12.0,24.0
21845,Manhattan,Washington Heights,40.84806,-73.93931,Private room,80,1,3,0.11,1,0,2017.0,3.0,18.0
21846,Brooklyn,Williamsburg,40.70983,-73.96495,Entire home/apt,109,3,73,2.64,1,37,2019.0,7.0,2.0
21847,Staten Island,Huguenot,40.53871,-74.16966,Entire home/apt,180,1,136,4.81,1,136,2019.0,7.0,7.0
21848,Brooklyn,Park Slope,40.68326,-73.97796,Entire home/apt,600,6,7,0.36,1,42,2019.0,1.0,3.0
21849,Manhattan,East Village,40.72492,-73.98982,Private room,160,3,15,0.54,1,0,2018.0,12.0,31.0
21850,Manhattan,Upper West Side,40.7979,-73.96024,Entire home/apt,130,30,2,0.08,12,216,2017.0,8.0,17.0
21851,Manhattan,Chelsea,40.74899,-74.00403,Private room,90,7,12,0.42,1,0,2017.0,11.0,1.0
21852,Manhattan,Harlem,40.82288,-73.95254,Private room,63,7,21,0.75,1,0,2019.0,4.0,28.0
21853,Brooklyn,Williamsburg,40.71315,-73.943,Entire home/apt,126,1,6,0.22,1,0,2017.0,12.0,31.0
21854,Manhattan,Upper West Side,40.78873,-73.97402,Entire home/apt,195,2,16,0.59,1,0,2019.0,6.0,7.0
21855,Brooklyn,Windsor Terrace,40.64958,-73.97482,Private room,45,1,108,3.8,3,243,2019.0,7.0,2.0
21856,Brooklyn,Bushwick,40.70537,-73.91587,Private room,47,1,17,0.97,1,0,2018.0,5.0,13.0
21857,Queens,Astoria,40.76964,-73.92303,Private room,55,10,0,0.0,1,188,0.0,0.0,0.0
21858,Brooklyn,Carroll Gardens,40.68196,-73.99944,Entire home/apt,200,7,1,0.04,1,0,2017.0,4.0,1.0
21859,Manhattan,Upper East Side,40.77734,-73.94592,Entire home/apt,60,7,0,0.0,1,0,0.0,0.0,0.0
21860,Manhattan,Harlem,40.81955,-73.95587,Private room,51,1,0,0.0,1,0,0.0,0.0,0.0
21861,Manhattan,Midtown,40.76032,-73.96618,Entire home/apt,160,30,7,0.4,5,71,2018.0,11.0,15.0
21862,Brooklyn,Bedford-Stuyvesant,40.7002,-73.94327,Private room,55,1,25,0.88,1,0,2019.0,5.0,19.0
21863,Manhattan,East Village,40.72208,-73.98473,Entire home/apt,110,12,11,0.39,1,0,2019.0,1.0,17.0
21864,Manhattan,Harlem,40.80063,-73.95223,Entire home/apt,200,30,3,0.27,1,327,2019.0,6.0,5.0
21865,Brooklyn,Bushwick,40.68956,-73.90599,Entire home/apt,109,3,72,2.55,4,140,2019.0,6.0,17.0
21866,Brooklyn,Bushwick,40.6898,-73.91835,Entire home/apt,149,3,70,2.51,3,170,2019.0,6.0,16.0
21867,Manhattan,Lower East Side,40.71862,-73.98405,Entire home/apt,220,4,16,0.65,1,14,2019.0,6.0,2.0
21868,Manhattan,Upper East Side,40.77984,-73.94725,Entire home/apt,130,2,0,0.0,1,0,0.0,0.0,0.0
21869,Manhattan,Financial District,40.70682,-74.00445,Private room,75,2,3,0.11,1,0,2017.0,3.0,26.0
21870,Brooklyn,Greenpoint,40.73204,-73.95874,Entire home/apt,250,2,0,0.0,1,0,0.0,0.0,0.0
21871,Queens,Glendale,40.69643,-73.89362,Entire home/apt,65,3,19,0.7,1,104,2019.0,7.0,2.0
21872,Brooklyn,Crown Heights,40.67595,-73.94132,Entire home/apt,300,30,9,0.33,2,136,2019.0,5.0,12.0
21873,Brooklyn,East New York,40.67549,-73.88932,Entire home/apt,90,3,68,2.51,8,343,2019.0,6.0,18.0
21874,Brooklyn,Williamsburg,40.7115,-73.9429,Private room,69,23,12,0.44,2,189,2019.0,6.0,19.0
21875,Bronx,Kingsbridge,40.87094,-73.89386,Private room,79,3,115,4.1,4,71,2019.0,6.0,23.0
21876,Manhattan,Chelsea,40.75046,-73.99854,Entire home/apt,190,1,132,5.17,1,252,2019.0,7.0,4.0
21877,Manhattan,Greenwich Village,40.73104,-73.99831,Private room,80,3,1,0.04,1,0,2017.0,3.0,21.0
21878,Brooklyn,South Slope,40.66317,-73.98465,Entire home/apt,175,1,2,0.07,2,0,2017.0,3.0,24.0
21879,Queens,Jamaica,40.68638,-73.79007,Private room,65,1,347,13.48,3,159,2019.0,7.0,6.0
21880,Manhattan,Murray Hill,40.7481,-73.97771,Entire home/apt,148,14,0,0.0,1,0,0.0,0.0,0.0
21881,Manhattan,Chinatown,40.71569,-73.99076,Private room,63,3,10,0.36,1,0,2017.0,5.0,5.0
21882,Manhattan,Harlem,40.80339,-73.95034,Private room,99,3,9,0.42,1,0,2018.0,2.0,24.0
21883,Brooklyn,Bushwick,40.70146,-73.92887,Entire home/apt,90,5,0,0.0,1,0,0.0,0.0,0.0
21884,Manhattan,Chelsea,40.74314,-73.99552,Entire home/apt,250,2,24,0.9,1,42,2019.0,7.0,1.0
21885,Manhattan,Upper East Side,40.77186,-73.95402,Private room,90,2,3,0.11,1,0,2017.0,3.0,16.0
21886,Brooklyn,Brighton Beach,40.582,-73.96185,Entire home/apt,120,1,119,4.2,4,85,2019.0,7.0,1.0
21887,Queens,Fresh Meadows,40.73318,-73.79322,Entire home/apt,39,2,113,4.04,2,3,2019.0,7.0,3.0
21888,Brooklyn,Cobble Hill,40.68886,-73.99825,Entire home/apt,117,30,11,0.47,1,324,2019.0,6.0,17.0
21889,Brooklyn,Prospect-Lefferts Gardens,40.66042,-73.96234,Private room,160,1,45,1.62,2,303,2019.0,5.0,19.0
21890,Manhattan,Nolita,40.72118,-73.99602,Entire home/apt,500,2,0,0.0,1,0,0.0,0.0,0.0
21891,Manhattan,Hell's Kitchen,40.76616,-73.98435,Entire home/apt,100,13,6,0.21,1,0,2017.0,5.0,20.0
21892,Manhattan,East Village,40.72804,-73.98665,Entire home/apt,117,180,15,0.56,1,332,2019.0,5.0,28.0
21893,Manhattan,Midtown,40.74685,-73.9841,Private room,175,2,60,2.3,1,357,2019.0,6.0,25.0
21894,Manhattan,Harlem,40.82432,-73.9385,Shared room,25,1,9,0.32,2,0,2017.0,10.0,22.0
21895,Brooklyn,Brooklyn Heights,40.69257,-73.99707,Entire home/apt,152,2,12,0.5,1,0,2019.0,1.0,1.0
21896,Brooklyn,Crown Heights,40.66507,-73.95699,Private room,45,7,11,0.4,1,0,2018.0,6.0,24.0
21897,Brooklyn,Bushwick,40.69369,-73.92292,Private room,59,5,26,0.93,4,325,2019.0,6.0,24.0
21898,Manhattan,East Village,40.72833,-73.98118,Private room,70,3,3,0.11,1,0,2017.0,6.0,9.0
21899,Brooklyn,Bushwick,40.69391,-73.92469,Private room,57,5,23,0.84,4,337,2019.0,6.0,19.0
21900,Brooklyn,Bedford-Stuyvesant,40.68932,-73.94098,Entire home/apt,200,2,77,2.97,1,88,2019.0,6.0,24.0
21901,Brooklyn,Bedford-Stuyvesant,40.69175,-73.94755,Entire home/apt,71,5,0,0.0,1,0,0.0,0.0,0.0
21902,Queens,Jamaica,40.68073,-73.78354,Private room,45,1,336,11.91,2,345,2019.0,7.0,5.0
21903,Brooklyn,Bushwick,40.69516,-73.92258,Private room,61,5,32,1.14,4,350,2019.0,5.0,21.0
21904,Brooklyn,Bedford-Stuyvesant,40.67989,-73.90857,Private room,55,1,102,3.66,3,121,2019.0,6.0,24.0
21905,Brooklyn,Prospect Heights,40.68006,-73.97248,Private room,74,1,4,0.15,1,0,2018.0,4.0,7.0
21906,Manhattan,Chelsea,40.74525,-73.99229,Private room,100,1,1,0.04,2,0,2017.0,3.0,31.0
21907,Manhattan,Chinatown,40.71463,-73.99658,Entire home/apt,178,1,146,5.28,1,212,2019.0,6.0,24.0
21908,Queens,Jamaica,40.68787,-73.78843,Private room,80,1,129,5.19,3,180,2019.0,6.0,23.0
21909,Queens,Sunnyside,40.74176,-73.924,Entire home/apt,75,30,6,0.22,1,45,2018.0,9.0,8.0
21910,Manhattan,Harlem,40.80859,-73.94216,Entire home/apt,158,3,61,2.21,1,62,2018.0,8.0,3.0
21911,Brooklyn,Crown Heights,40.66391,-73.93551,Entire home/apt,88,4,66,2.35,1,0,2019.0,6.0,3.0
21912,Brooklyn,Gowanus,40.67873,-73.98976,Entire home/apt,95,1,3,0.11,1,0,2017.0,9.0,17.0
21913,Manhattan,Upper East Side,40.78172,-73.94827,Entire home/apt,225,3,62,2.27,1,234,2019.0,6.0,20.0
21914,Brooklyn,Fort Greene,40.68773,-73.97902,Entire home/apt,240,2,15,0.62,1,66,2018.0,6.0,10.0
21915,Queens,Ditmars Steinway,40.78304,-73.91783,Entire home/apt,110,3,68,2.47,1,299,2019.0,7.0,5.0
21916,Manhattan,West Village,40.73414,-74.00001,Entire home/apt,225,3,12,0.43,1,0,2017.0,9.0,25.0
21917,Brooklyn,Bay Ridge,40.62645,-74.02888,Entire home/apt,165,20,0,0.0,1,46,0.0,0.0,0.0
21918,Brooklyn,Flatbush,40.65218,-73.96193,Entire home/apt,140,3,26,1.09,2,161,2019.0,7.0,1.0
21919,Brooklyn,Prospect-Lefferts Gardens,40.65802,-73.95595,Entire home/apt,100,1,38,1.34,1,0,2018.0,6.0,17.0
21920,Brooklyn,Bedford-Stuyvesant,40.68119,-73.93722,Private room,39,2,2,0.07,1,0,2017.0,3.0,29.0
21921,Queens,Ridgewood,40.702,-73.89768,Entire home/apt,110,3,10,0.37,1,16,2019.0,5.0,28.0
21922,Brooklyn,Flatbush,40.64847,-73.96132,Entire home/apt,105,31,2,0.07,1,41,2018.0,3.0,25.0
21923,Manhattan,Upper East Side,40.77414,-73.94643,Private room,49,30,4,0.3,10,99,2019.0,5.0,27.0
21924,Queens,Ridgewood,40.70013,-73.90077,Private room,45,2,9,0.32,1,0,2017.0,7.0,30.0
21925,Brooklyn,Coney Island,40.57577,-73.98553,Entire home/apt,450,1,5,0.42,6,364,2019.0,6.0,23.0
21926,Brooklyn,Coney Island,40.57582,-73.98576,Entire home/apt,99,2,68,2.51,6,125,2019.0,1.0,27.0
21927,Manhattan,Greenwich Village,40.72956,-73.99979,Entire home/apt,169,3,22,0.81,2,0,2018.0,12.0,26.0
21928,Manhattan,Hell's Kitchen,40.76699,-73.9848,Entire home/apt,130,1,4,0.14,1,0,2017.0,3.0,19.0
21929,Manhattan,Flatiron District,40.74074,-73.98573,Entire home/apt,255,3,90,3.21,1,194,2019.0,6.0,18.0
21930,Manhattan,Upper East Side,40.77699,-73.95193,Private room,80,9,3,0.11,1,0,2017.0,9.0,20.0
21931,Brooklyn,Cobble Hill,40.68934,-73.99438,Private room,70,1,3,0.11,1,0,2017.0,3.0,27.0
21932,Brooklyn,Williamsburg,40.71064,-73.96497,Private room,60,2,0,0.0,1,0,0.0,0.0,0.0
21933,Manhattan,Chelsea,40.73756,-73.99111,Entire home/apt,219,4,5,0.18,1,0,2017.0,12.0,30.0
21934,Brooklyn,Park Slope,40.66713,-73.98155,Private room,60,1,86,3.14,1,117,2019.0,7.0,1.0
21935,Brooklyn,Bedford-Stuyvesant,40.68187,-73.94589,Private room,60,1,3,0.16,1,0,2017.0,12.0,16.0
21936,Brooklyn,Crown Heights,40.6727,-73.95505,Private room,82,4,0,0.0,1,0,0.0,0.0,0.0
21937,Manhattan,East Village,40.72588,-73.98598,Entire home/apt,122,6,22,0.87,1,15,2019.0,5.0,24.0
21938,Brooklyn,Bushwick,40.7012,-73.92876,Entire home/apt,125,3,0,0.0,2,0,0.0,0.0,0.0
21939,Brooklyn,Flatbush,40.6514,-73.9616,Private room,44,3,25,1.78,1,3,2019.0,6.0,30.0
21940,Queens,Rego Park,40.72999,-73.86043,Entire home/apt,125,2,67,2.58,1,278,2019.0,7.0,1.0
21941,Queens,Astoria,40.76987,-73.92679,Private room,55,1,9,0.91,1,0,2019.0,4.0,25.0
21942,Brooklyn,Bedford-Stuyvesant,40.68335,-73.91222,Private room,47,4,36,1.28,1,0,2018.0,6.0,27.0
21943,Brooklyn,Williamsburg,40.7087,-73.9671,Private room,80,1,58,2.08,2,120,2019.0,6.0,10.0
21944,Queens,Bayside,40.75047,-73.75349,Private room,65,7,40,1.51,5,148,2019.0,6.0,23.0
21945,Queens,Long Island City,40.74117,-73.94904,Private room,75,5,17,0.61,1,112,2019.0,6.0,9.0
21946,Queens,Long Island City,40.75566,-73.9205,Private room,100,1,0,0.0,1,0,0.0,0.0,0.0
21947,Brooklyn,Williamsburg,40.71612,-73.95983,Private room,90,22,0,0.0,2,0,0.0,0.0,0.0
21948,Brooklyn,Bedford-Stuyvesant,40.67964,-73.95629,Private room,45,2,16,0.57,3,0,2017.0,10.0,21.0
21949,Bronx,Olinville,40.88438,-73.86397,Private room,125,1,0,0.0,1,0,0.0,0.0,0.0
21950,Brooklyn,Williamsburg,40.71355,-73.95003,Private room,69,28,17,0.61,6,229,2019.0,4.0,30.0
21951,Manhattan,Inwood,40.86461,-73.92363,Entire home/apt,199,2,49,1.81,3,147,2019.0,5.0,23.0
21952,Queens,East Elmhurst,40.76245,-73.87938,Private room,55,1,239,8.58,2,361,2019.0,6.0,29.0
21953,Queens,Edgemere,40.5938,-73.77373,Private room,50,1,76,2.84,1,324,2019.0,6.0,27.0
21954,Manhattan,Upper West Side,40.79712,-73.96117,Private room,125,1,4,0.14,1,0,2017.0,8.0,15.0
21955,Manhattan,SoHo,40.72318,-74.00223,Entire home/apt,2250,2,21,0.74,2,343,2019.0,7.0,1.0
21956,Brooklyn,Bedford-Stuyvesant,40.69095,-73.93444,Entire home/apt,125,31,4,0.16,1,178,2019.0,5.0,29.0
21957,Queens,Rego Park,40.7246,-73.85688,Private room,75,1,0,0.0,1,0,0.0,0.0,0.0
21958,Brooklyn,Bushwick,40.6937,-73.91006,Private room,32,5,3,0.11,1,0,2018.0,4.0,9.0
